"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","sumNA","VQ_ratio"
140,1986,"Male","under $25,000","Single (no kids)","High School Diploma","Democrat","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","Yes","No","Giving","No","No","Idealist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","TMI","Yes","No","Talk","People","No","Yes","Yes","No","No","Demanding","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","No","Yay people!","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",71,30,0.651376146788991
141,1971,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Independent","No","No","No","Yes","No","No","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Rent","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",101,0,0.926605504587156
142,1996,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Independent","Yes","Yes","No","No","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","No","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","No","No","No","No","Grrr people","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",82,19,0.752293577981651
152,1977,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",74,28,0.678899082568807
162,1963,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","Yes","Talk","Technology","Yes","No","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",101,0,0.926605504587156
164,1994,"Female","under $25,000","Single (no kids)","Current Undergraduate","Republican","No","No","No","No","Yes","Yes","Public","Yes","No","No","No","No","No","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","Yes","Yes","P.M.","No","End","Yes","No","Me","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",79,24,0.724770642201835
168,1969,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","People","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",95,6,0.871559633027523
172,1964,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","Yes","No","No","Yes","Yes","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",92,9,0.844036697247706
173,1997,"Male","over $150,000","Domestic Partners (w/kids)","Current K-12","Democrat","No","Yes","No","No","No","No","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","End","No","No","Me","Yes","Yes","No","Yes","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","No","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","Yes","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","No","No","Only-child","Yes","No","No",35,67,0.321100917431193
176,1948,"Male","over $150,000","Married (w/kids)","Master's Degree","Democrat","No","Yes","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",101,0,0.926605504587156
179,1982,"Male","$100,001 - $150,000","Single (w/kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","No","Yes","Private","Yes","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","No","No","Yes","Giving","No","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","No","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","Yes","Yes!","Yes","Space","Yes","Online","Yes","Yes","Yes","No","Yay people!","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","No",79,22,0.724770642201835
181,1966,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Libertarian","No","No","No","No","No","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","Yes","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","No","Grrr people","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",101,1,0.926605504587156
182,1977,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Libertarian","No","Yes","No","No","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","No","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",101,0,0.926605504587156
183,1997,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Independent","No","No","No","No","No","No","Public","No","No","No","No","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","No","No","Yes","Grrr people","No","No","No","No","No","No","No","Yes","No","No","No","No","Own","Pessimist","Mom","No","No","No","No","Nope","No","No","No","No","No","Yes","Yes","No","Yes","Yes",101,0,0.926605504587156
186,1985,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","No","No","No","No","Yes","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",95,6,0.871559633027523
189,1992,"Female","under $25,000","Single (no kids)","Current Undergraduate","Independent","No","Yes","No","No","Yes","Yes","Private","No","Yes","Yes","Yes","No","Yes","Yes","Science","Study first","No","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","No","No","No","TMI","No","No","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes",73,29,0.669724770642202
192,1995,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Democrat","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Rent","Optimist","Dad","No","Yes","No","Yes","Check!","No","No","No","No","Yes","No","Yes","No","No","Yes",86,15,0.788990825688073
193,1985,"Male","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","Republican","No","No","No","Yes","Yes","No","Private","No","No","No","No","Yes","No","Yes","Art","Try first","No","No","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes",101,0,0.926605504587156
194,1951,"Female","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","Republican","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","No","Yes","TMI","Yes","Yes","Talk","Technology","No","Yes","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",98,3,0.899082568807339
196,1964,"Female","over $150,000","Single (no kids)","Master's Degree","Republican","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","Yes","TMI","No","No","Talk","Technology","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",97,4,0.889908256880734
197,1992,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Republican","Yes","No","No","No","Yes","No","Public","No","Yes","Yes","No","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",100,1,0.917431192660551
198,1994,"Male","over $150,000","Single (no kids)","Current Undergraduate","Independent","No","No","No","Yes","No","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","No","No","No","TMI","No","Yes","Tunes","Technology","No","No","No","No","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","Online","No","No","Yes","No","Yay people!","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","No","No","Yes","No","No","No",101,0,0.926605504587156
201,1994,"Male","over $150,000","Single (no kids)","Current Undergraduate","Independent","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","End","No","No","Circumstances","No","No","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","No","Yes","No","No","No","No","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes",101,0,0.926605504587156
204,1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","No","Yes","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","No","Science","Study first","Yes","No","No","No","Receiving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Umm...","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Only-child","No","No","Yes",51,52,0.467889908256881
